Date,Plot_Number,Rice_Cultivar,Experiment_Name,Bay_Length,Nitrogen_Rate,Replicate,Yield,Heading_50,Heading_100,Percent_Stand,Final_Lodge,SPAD,Leaf1_Temp,Leaf2_Temp,Measurement_Stage,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,Emergence_DOY,Heading_100_DOY,Days_to_100%_Heading
6/9/2022,31901,RoyJ,Santee_Gold,"42'3""""",200,3,5.663896996,98,100,,0,,,,,11.217553,-1.4364623,-1.0229646,2.6213596,3.7577083,3.660601,5.435724,6.7877083,9.808983,1.1581714,132,232,-72
6/9/2022,31902,Charleston Gold,Santee_Gold,"42'3""""",200,3,6.415259534,89,92,,40,,,,,10.734547,-1.4744389,-0.45010522,2.8298328,3.510591,3.6903343,5.640625,6.440461,9.579361,1.4167259,132,224,-64
6/9/2022,31903,Santee Gold,Santee_Gold,"42'3""""",200,3,8.987672498,95,98,,0,,,,,11.074156,-1.8990431,-1.5435286,2.1472,4.3202987,3.6185513,5.186667,7.355532,9.870377,1.2911749,132,230,-70
6/9/2022,31904,Tiara,Tiara,"16'3""""",75,1,5.259584692,78,80,,0,,,,,10.914456,-1.5084,-0.7555038,2.6910505,3.6622317,3.657601,5.530778,6.627386,9.659943,1.3031346,133,213,-53
6/9/2022,31905,IAC600,Tiara,"16'3""""",75,1,2.414705731,71,73,,0,,,,,11.235265,-1.47664,-0.9769103,2.5789053,3.727446,3.5823379,5.355374,6.8609424,9.869919,1.1846745,133,206,-46
6/9/2022,31906,Scarlett,Tiara,"16'3""""",75,1,10.02303626,84,87,,0,,,,,11.045727,-1.652804,-1.087442,2.5014143,3.8134744,3.5843217,5.3210196,6.8772573,9.827917,1.2236698,133,220,-60
6/9/2022,31907,Sierra,Tiara,"16'3""""",75,1,6.357960339,87,90,,0,,,,,11.025742,-1.377161,-0.5448145,2.8057165,3.5561721,3.695283,5.5942674,6.5294046,9.703969,1.3095744,133,223,-63
6/9/2022,31908,Tiara,Tiara,"16'3""""",75,2,5.698361386,78,80,,0,,,,,11.302948,-1.0557163,-0.61211103,2.948463,3.8313777,4.186634,6.032112,6.607284,9.673698,1.3628268,133,213,-53
6/9/2022,31909,Sierra,Tiara,"16'3""""",75,2,6.650478135,92,91,,0,,,,,11.327758,-1.1305861,-0.5834168,2.6913545,3.8115325,3.7144427,5.663819,6.711117,9.819092,1.2380385,133,224,-64
6/9/2022,31910,IAC600,Tiara,"16'3""""",75,2,3.725300171,71,73,,0,,,,,11.554071,-0.69815916,-0.36419454,2.9945486,3.9397347,4.18215,6.128891,6.618932,9.744291,1.4386992,133,206,-46
6/9/2022,31911,Scarlett,Tiara,"16'3""""",75,2,9.807949643,84,87,,0,,,,,10.832396,-1.4404663,-0.44715616,2.8031645,3.529279,3.6669145,5.6131043,6.4751577,9.618312,1.3753544,133,220,-60
6/9/2022,31912,IAC600,Tiara,"16'3""""",75,3,4.066570934,70,72,,0,,,,,11.276879,-1.4383472,-1.1788889,2.4970984,3.9542022,3.6156473,5.399546,6.9500937,9.80865,1.1789287,133,205,-45
6/9/2022,31913,Tiara,Tiara,"16'3""""",75,3,5.787263854,77,79,,0,,,,,11.1217375,-1.6015824,-1.0840944,2.5541728,3.8418646,3.597884,5.275501,6.901204,9.806375,1.2205638,133,212,-52
6/9/2022,31914,Scarlett,Tiara,"16'3""""",75,3,10.80595154,84,87,,0,,,,,10.607603,-1.3706615,-0.16124175,2.9412847,3.444313,3.7092419,5.7578945,6.2957163,9.47526,1.5203874,133,220,-60
6/9/2022,31915,Sierra,Tiara,"16'3""""",75,3,6.796737033,87,90,,0,,,,,11.172293,-1.5806848,-0.95062155,2.5773406,3.7200675,3.5775685,5.299058,6.82191,9.887151,1.1962624,133,223,-63
6/9/2022,31916,Scarlett,Tiara,"29'3""""",150,1,10.5076981,88,90,,0,,,,,11.006757,-1.6019083,-0.8986865,2.581727,3.710685,3.534785,5.338607,6.8005977,9.773838,1.2809023,133,223,-63
6/9/2022,31917,IAC600,Tiara,"29'3""""",150,1,2.701487884,72,74,,0,,,,,11.188801,-1.593197,-1.130577,2.4856675,3.8080213,3.4633932,5.209213,6.926318,9.839995,1.1784527,133,207,-47
6/9/2022,31918,Tiara,Tiara,"29'3""""",150,1,6.403845483,78,80,,0,,,,,11.085363,-1.51081,-1.1539028,2.6482031,3.9914024,3.927839,5.7018547,6.8087273,9.650187,1.2849102,133,213,-53
6/9/2022,31919,Sierra,Tiara,"29'3""""",150,1,6.727909317,88,91,,0,,,,,11.121765,-1.6372793,-1.0327995,2.5647986,3.7541683,3.5709867,5.296597,6.847192,9.822459,1.2336615,133,224,-64
6/9/2022,31920,IAC600,Tiara,"29'3""""",150,2,3.504477913,72,74,,0,,,,,11.590956,-0.5491638,-0.28919727,3.0190873,4.047689,4.3160725,6.486533,6.6116757,9.580962,1.5980935,133,207,-47
6/9/2022,31921,Sierra,Tiara,"29'3""""",150,2,6.957335039,90,92,,0,,,,,11.207848,-1.5439405,-1.2382722,2.529781,3.9023888,3.644634,5.395054,6.9161577,9.804573,1.1910715,133,225,-65
6/9/2022,31922,Tiara,Tiara,"29'3""""",150,2,6.025293041,79,81,,0,,,,,11.041574,-1.6318303,-1.0298842,2.5028868,3.8571677,3.5996594,5.353417,6.8606696,9.73338,1.2274195,133,214,-54
6/9/2022,31923,Scarlett,Tiara,"29'3""""",150,2,10.0287719,88,90,,0,,,,,10.970868,-1.5779867,-0.8967157,2.6643484,3.7486875,3.6993966,5.509533,6.695259,9.669358,1.297564,133,223,-63
6/9/2022,31924,IAC600,Tiara,"29'3""""",150,3,3.467196233,71,73,,0,,,,,11.122349,-1.501648,-1.0381715,2.568634,3.958419,3.7641249,5.5524373,6.8405414,9.735901,1.2359778,133,206,-46
6/9/2022,31925,Tiara,Tiara,"29'3""""",150,3,5.440257448,78,80,,0,,,,,11.211416,-1.5678858,-1.2016547,2.5181422,3.8531141,3.5907822,5.3027086,6.9260635,9.843836,1.164918,133,213,-53
6/9/2022,31926,Scarlett,Tiara,"29'3""""",150,3,10.41305999,88,90,,0,,,,,10.578048,-1.3996619,-0.19223219,2.9578853,3.541345,3.8335142,5.8597164,6.2804675,9.356295,1.5405315,133,223,-63
6/9/2022,31927,Sierra,Tiara,"29'3""""",150,3,3.283655655,91,93,,0,,,,,11.950448,0.26816303,-0.21441497,4.0727167,4.697937,4.975559,6.8744407,7.3119326,9.161332,2.4433105,133,226,-66
6/9/2022,31928,IAC600,Tiara,"42'3""""",200,1,2.480665626,72,74,,0,,,,,10.854409,-1.4483464,-0.5287503,2.770584,3.5509903,3.6234007,5.55266,6.5252175,9.6530905,1.352006,133,207,-47
6/9/2022,31929,Sierra,Tiara,"42'3""""",200,1,6.573046954,89,92,,0,,,,,10.918301,-1.6275309,-0.8666714,2.5973501,3.6337895,3.5113792,5.3264275,6.685213,9.710692,1.2370337,133,225,-65
6/9/2022,31930,Scarlett,Tiara,"42'3""""",200,1,11.12714755,88,90,,0,,,,,11.08549,-1.6752343,-1.3855242,2.4660428,4.0696926,3.6953123,5.3968887,6.9834332,9.716005,1.2202861,133,223,-63
6/9/2022,31931,Tiara,Tiara,"42'3""""",200,1,6.033896506,79,82,,0,,,,,10.954318,-1.6373173,-1.1414627,2.5154383,3.9374404,3.6593394,5.437093,6.8832755,9.673465,1.2859432,133,215,-55
6/9/2022,31932,Scarlett,Tiara,"42'3""""",200,2,10.48475552,88,91,,0,,,,,11.0748625,-1.3028278,-0.57015216,2.8808036,3.629159,3.87334,5.787249,6.4990797,9.657566,1.3448689,133,224,-64
6/9/2022,31933,Tiara,Tiara,"42'3""""",200,2,5.695493565,80,82,,0,,,,,11.2203245,-1.7266595,-1.4347535,2.2679653,4.0389757,3.3109589,4.9510326,7.421842,9.87433,1.2800863,133,215,-55
6/9/2022,31934,Sierra,Tiara,"42'3""""",200,2,6.441127163,89,92,,0,,,,,11.094164,-1.6678303,-1.1743987,2.4914591,3.7587059,3.463293,5.1898956,6.9090104,9.826916,1.168846,133,225,-65
6/9/2022,31935,IAC600,Tiara,"42'3""""",200,2,4.112456078,72,74,,0,,,,,11.44633,-1.2984141,-0.7961184,2.7304902,3.7946107,3.7381215,5.4781156,6.716374,10.087192,1.2533054,133,207,-47
6/9/2022,31936,Tiara,Tiara,"42'3""""",200,3,4.482405056,79,82,,0,,,,,11.146724,-1.7297777,-1.420457,2.3644636,4.0889378,3.597815,5.211344,7.2013826,9.842129,1.1961708,133,215,-55
6/9/2022,31937,IAC600,Tiara,"42'3""""",200,3,3.667943741,72,74,,0,,,,,10.956762,-1.4224758,-0.65912765,2.7531445,3.66264,3.7137182,5.610804,6.6051025,9.619334,1.331915,133,207,-47
6/9/2022,31938,Sierra,Tiara,"42'3""""",200,3,6.088385115,89,91,,0,,,,,10.983696,-1.4541401,-0.6419639,2.777254,3.6109593,3.7227595,5.557024,6.556624,9.688412,1.292526,133,224,-64
6/9/2022,31939,Scarlett,Tiara,"42'3""""",200,3,10.08326051,90,92,,0,,,,,11.143013,-1.5085547,-1.0503588,2.6235082,3.7644699,3.6646883,5.4487934,6.833132,9.792531,1.2276084,133,225,-65
6/17/2022,31823,EMBRAPA 1200,Mini_Core,"29'3""""",130,1,5.203088607,87,90,,0,,,,,11.853341,0.051714845,-0.027875716,3.5224788,5.3782763,5.012199,6.608428,7.5340695,8.846069,2.3515644,132,222,-54
6/17/2022,31825,M-202,Mini_Core,"16'3""""",130,1,7.284553476,79,82,,0,,,,,11.7940035,-0.25072047,-0.27299368,3.413156,5.3285437,5.085272,6.699804,7.587735,8.756652,2.3206873,132,214,-46
6/17/2022,31828,WAB462-10-3-1,Mini_Core,"29'3""""",130,1,3.382021934,80,82,,0,,,,,11.842466,-0.48978284,-0.3315118,2.7991395,4.914415,4.507009,6.327652,7.3571043,9.353443,1.8246883,132,214,-46
6/17/2022,31829,Hybrid,Mini_Core,"29'3""""",130,1,18.47163849,83,86,,0,,,,,11.367273,-1.5206275,-1.1455599,2.3335006,4.231271,3.6849294,5.435354,7.192837,9.876149,1.327461,132,218,-50
6/17/2022,31831,Jefferson,Mini_Core,"16'3""""",130,1,6.503932455,77,79,,0,,,,,11.078519,0.1477423,-0.13545306,4.9103446,5.70957,5.4687915,6.9287925,7.0289855,7.6211267,2.7324133,132,211,-43
6/17/2022,31832,EMBRAPA 1200,Mini_Core,"16'3""""",130,2,7.024155281,88,91,,0,,,,,11.627566,-0.24211957,0.0807635,3.097329,4.5405107,4.1199183,6.1878767,6.8302455,9.566864,1.8705261,132,223,-55
6/17/2022,31833,Hybrid,Mini_Core,"22'9""""",130,2,18.47163849,83,86,,0,,,,,11.412868,-1.3302788,-1.0052097,2.2717462,4.601011,4.054869,5.8690495,7.4088683,9.785199,1.4886317,132,218,-50
6/17/2022,31835,Jefferson,Mini_Core,"29'3""""",130,2,6.764043868,78,80,,0,,,,,11.173096,0.37342104,0.35072652,4.34294,5.154277,4.990488,6.5476875,6.583074,8.445926,2.3491983,132,212,-44
6/17/2022,31839,M-202,Mini_Core,"22'9""""",130,2,1.950978989,79,81,,0,,,,,11.702383,0.19735576,0.0942023,3.662283,4.897777,4.748654,6.68649,7.109275,9.04029,2.2407393,132,213,-45
6/17/2022,31843,WAB462-10-3-1,Mini_Core,"16'3""""",130,2,3.382021934,80,82,,0,,,,,11.821989,-0.18765505,-0.3174163,3.1826186,5.262197,4.800111,6.5625725,7.6657963,8.985549,2.0728536,132,214,-46
6/17/2022,31844,WAB462-10-3-1,Mini_Core,"16'3""""",130,3,3.121910521,80,82,,0,,,,,11.717968,-0.028794998,0.07658509,3.3184483,4.9965005,4.7993307,6.726481,7.1084104,8.978117,2.1398573,132,214,-46
6/17/2022,31847,EMBRAPA 1200,Mini_Core,"29'3""""",130,3,5.46320002,88,91,,0,,,,,11.208067,0.49471396,0.46618313,4.248159,4.5345917,4.6424904,6.617859,6.2982035,8.811657,2.2524865,132,223,-55
6/17/2022,31850,Hybrid,Mini_Core,"16'3""""",130,3,16.65028504,84,86,,0,,,,,11.45252,-0.94424796,-0.8435197,2.558487,4.7327647,4.1991205,5.9593344,7.255637,9.426558,1.4445114,132,218,-50
6/17/2022,31852,Jefferson,Mini_Core,"29'3""""",130,3,5.983709629,78,80,,0,,,,,11.366982,0.36186266,0.36992434,4.1186366,4.678248,4.6566076,6.3306885,6.492194,8.93221,2.0454683,132,212,-44
6/17/2022,31854,M-202,Mini_Core,"22'9""""",130,3,8.064887715,79,81,,0,,,,,11.991056,-0.33102608,-0.23015589,3.0205088,4.9235625,4.4862914,6.4521356,7.627834,9.524002,2.1702883,132,213,-45
6/17/2022,31856,Jefferson,Mini_Core,"16'3""""",130,4,9.10562015,78,80,,0,,,,,11.424843,-0.5498643,-0.089179106,3.1527107,4.0693808,4.0865912,5.9802775,6.4836946,9.581499,1.5066571,132,212,-44
6/17/2022,31860,Hybrid,Mini_Core,"22'9""""",130,4,18.21066673,82,84,,0,,,,,11.409376,-1.5784055,-1.290317,2.0960577,4.628534,3.8564727,5.4835944,7.6137547,9.981077,1.3818018,132,216,-48
6/17/2022,31861,WAB462-10-3-1,Mini_Core,"16'3""""",130,4,4.162356173,78,81,,0,,,,,11.79553,-0.33521363,-0.5793551,2.9515307,5.5798035,4.8857427,6.537175,7.777979,9.165618,1.934795,132,213,-45
6/17/2022,31863,EMBRAPA 1200,Mini_Core,"22'9""""",130,4,6.243821042,88,91,,0,,,,,11.9493,-0.1507148,-0.41043225,3.344225,5.421443,4.805726,6.370613,8.028877,8.963968,2.263654,132,223,-55
6/17/2022,31864,M-202,Mini_Core,"29'3""""",130,4,7.544664889,79,81,,0,,,,,11.914349,-0.70960444,-0.5220808,2.6633408,4.8263574,4.279922,6.227615,7.5236173,9.741796,1.877351,132,213,-45
6/17/2022,31760,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.70175548,84,86,,0,,,,,11.715625,-0.557672,-0.92755157,3.5040555,5.901129,5.470691,6.881706,8.091846,8.547145,2.6709943,132,218,-50
6/17/2022,31761,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,13.70175548,83,85,,0,,,,,11.851426,-0.663688,-0.6361507,3.0867038,5.7142215,5.2033477,6.666137,7.9808254,8.901481,2.4275246,132,217,-49
6/17/2022,31762,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,14.91578909,81,85,,0,,,,,12.103323,-0.54807174,-0.7571585,3.2127182,5.5069065,4.980538,6.506996,7.9058766,9.620836,2.4249246,132,217,-49
6/17/2022,31763,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,12.83453398,80,82,,0,,,,,12.060905,-1.4028828,-1.6116475,2.1500733,5.0005803,3.8874893,5.4340386,7.9543033,10.057578,1.6414424,132,214,-46
6/17/2022,31764,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.35494335,82,86,,0,,,,,11.978272,-0.28963387,-0.2537081,3.5099037,5.4626575,5.2161875,6.7607393,7.8072677,8.925959,2.6013794,132,218,-50
6/17/2022,31765,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,13.52834941,84,87,,0,,,,,11.917877,-0.32077855,-0.3908068,3.4931574,5.435494,5.1733255,6.832373,7.8353634,9.12233,2.651945,132,219,-51
6/17/2022,31766,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,14.22216485,82,85,,0,,,,,11.56057,-0.33962527,-0.70394707,3.8674717,5.8794866,5.611287,6.979849,8.043117,8.096102,2.8643649,132,217,-49
6/17/2022,31767,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.00794004,82,85,,0,,,,,11.757172,-0.4308252,-0.5834787,3.6453564,5.760158,5.5316367,6.8716183,7.919813,8.495192,2.7005317,132,217,-49
6/17/2022,31768,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.70175548,83,85,,0,,,,,11.88604,-0.2316133,-0.47927743,3.686162,5.702872,5.5126104,6.9736557,7.847862,8.786575,2.606636,132,217,-49
6/17/2022,31769,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,14.22216485,84,86,,0,,,,,11.802396,-0.34353608,-0.43597806,3.5313668,5.603326,5.343302,6.8648214,7.88822,8.785844,2.6166985,132,218,-50
6/17/2022,31770,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,13.87516154,84,86,,0,,,,,11.828397,-0.16705726,-0.2572605,3.6134133,5.348789,5.185431,6.7396975,7.6885095,8.763281,2.523409,132,218,-50
6/17/2022,31771,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.35494335,81,85,,0,,,,,11.793706,-0.34870765,-0.46023563,3.5694308,5.630358,5.3640556,6.805615,7.8352795,8.726792,2.5700734,132,217,-49
6/17/2022,31772,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.70175548,83,86,,0,,,,,11.891701,-0.30805844,-0.3337134,3.5154524,5.4262238,5.1557727,6.6596146,7.7732368,8.875723,2.5183113,132,218,-50
6/17/2022,31773,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,14.22216485,83,86,,0,,,,,12.0501995,-0.32265848,-0.24647509,3.137771,5.026702,4.689826,6.4298553,7.546004,9.522206,2.151165,132,218,-50
6/17/2022,31774,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,14.22216485,84,86,,0,,,,,11.956927,-0.2971387,-0.19713575,3.2111962,5.155771,4.859079,6.586875,7.5780416,9.253615,2.2319572,132,218,-50
6/17/2022,31775,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.87516154,84,86,,0,,,,,12.057541,-0.31495208,-0.24074139,3.3113506,5.1232524,4.820274,6.395279,7.6759567,9.38837,2.2743757,132,218,-50
6/17/2022,31776,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.52834941,84,86,,0,,,,,11.764226,-0.09604609,-0.45033863,3.7661479,5.486849,5.256936,6.804297,7.8310933,8.6515255,2.6215339,132,218,-50
6/17/2022,31777,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,14.22216485,84,86,,0,,,,,11.794648,-0.16064826,-0.076899804,3.5673335,5.201183,5.054389,6.7202225,7.4507613,8.853564,2.4191844,132,218,-50
6/17/2022,31778,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,13.70175548,84,87,,0,,,,,11.783686,-0.1548051,-0.18434061,3.6887095,5.4302764,5.2596607,6.813811,7.7001486,8.605143,2.6025138,132,219,-51
6/17/2022,31779,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.52834941,84,86,,0,,,,,12.096075,-0.78951854,-0.56859577,2.510236,4.8121142,4.2750564,5.8599544,7.686663,10.077805,1.6974355,132,218,-50
6/17/2022,31780,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,14.22216485,84,86,,0,,,,,11.910372,-0.3926548,-0.2104414,3.0569353,5.003204,4.679014,6.4137626,7.4578238,9.41923,2.0174198,132,218,-50
6/17/2022,31781,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,13.52834941,84,86,,0,,,,,11.836661,-0.31535217,-0.39897707,3.4859471,5.457298,5.164828,6.727427,7.8929973,8.876804,2.5535538,132,218,-50
6/17/2022,31782,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,12.48772186,82,84,,0,,,,,11.727739,-0.049527917,-0.36934203,3.802083,5.4961295,5.34463,7.019296,7.892869,8.435736,2.7439432,132,216,-48
6/17/2022,31783,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.87516154,83,85,,0,,,,,11.903382,-0.4403425,-0.18525817,3.2115393,5.1580577,4.968853,6.6924024,7.450595,9.233598,2.309795,132,217,-49
6/17/2022,31784,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.70175548,84,86,,0,,,,,11.760475,-0.40595722,-0.8634106,3.5900838,5.9127655,5.5095267,6.9684033,8.175606,8.400579,2.7540493,132,218,-50
6/17/2022,31785,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,14.56897697,84,86,,0,,,,,12.166808,-0.6798639,-0.81155413,2.5725963,5.1812835,4.4584613,6.1502666,7.855228,10.074617,1.8868352,132,218,-50
6/17/2022,31786,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,14.56897697,84,86,,0,,,,,12.267959,-0.58511686,-0.6984518,2.649012,5.079172,4.510814,6.2100906,7.760334,10.081086,1.8479425,132,218,-50
6/17/2022,31787,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.18153729,83,85,,0,,,,,12.01517,-0.4794509,-0.8518458,3.244059,5.8620734,5.254195,6.8660326,8.189091,8.906767,2.5129712,132,217,-49
6/17/2022,31788,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.35494335,84,86,,0,,,,,12.124141,-0.3559412,-0.31666684,3.2688982,5.249608,4.802152,6.46209,7.873173,9.290931,2.4243412,132,218,-50
6/17/2022,31789,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,12.48772186,84,86,,0,,,,,12.138419,-0.3566686,-0.30620745,3.154772,4.9988236,4.6212645,6.4783573,7.7414474,9.5150585,2.2834833,132,218,-50
6/17/2022,31790,NIL 43,Inbred\Hybrid,"35'9""""",130,1,10.05946344,86,88,,0,,,,,11.189669,-1.6686684,-1.0043654,2.485774,4.1424303,3.8472877,5.5065393,7.0006766,9.778358,1.4142411,132,220,-52
6/17/2022,31791,Jefferson,Inbred\Hybrid,"42'3""""",130,1,6.243765336,76,78,,0,,,,,11.381262,-0.9899791,-0.2549708,2.9454165,4.349871,4.4174404,6.137318,6.700352,9.377919,1.6427919,132,210,-42
6/17/2022,31792,Jefferson,Inbred\Hybrid,"42'3""""",130,1,6.243765336,76,78,,0,,,,,11.269956,-1.3933942,-0.7040442,2.6808724,3.9482708,3.9224207,5.6080503,6.784857,9.834959,1.3386908,132,210,-42
6/17/2022,31793,NIL 43,Inbred\Hybrid,"35'9""""",130,1,9.886057375,86,88,,0,,,,,11.263345,-1.3784696,-0.7643708,2.6596777,3.9873214,3.9100573,5.6586943,6.815273,9.777517,1.3546593,132,220,-52
6/17/2022,31794,Jefferson,Inbred\Hybrid,"35'9""""",130,1,6.937580769,75,77,,0,,,,,11.523384,-0.82237756,-0.48529607,2.918094,5.1923695,4.9768515,6.734861,7.258118,9.01781,2.1201692,132,209,-41
6/17/2022,31795,NIL 43,Inbred\Hybrid,"42'3""""",130,1,8.845429819,86,88,,0,,,,,11.253994,-1.0104305,-0.34329692,2.9718416,3.951245,4.1585064,6.0198216,6.5504227,9.4889345,1.467208,132,220,-52
6/17/2022,31796,Jefferson,Inbred\Hybrid,"42'3""""",130,1,6.070359275,76,78,,0,,,,,11.758471,-0.63000685,0.01009488,2.9975026,4.737804,4.5786924,6.261298,6.904523,9.463471,1.8827013,132,210,-42
6/17/2022,31797,NIL 43,Inbred\Hybrid,"35'9""""",130,1,9.539245252,86,88,,0,,,,,11.552035,-0.7884979,-0.09839321,2.9839575,4.752405,4.682108,6.347757,6.809491,9.208895,1.8505799,132,220,-52
6/17/2022,31798,Jefferson,Inbred\Hybrid,"35'9""""",130,1,6.764174707,76,78,,0,,,,,11.260393,-1.5911614,-1.0550008,2.462626,3.9264147,3.6119418,5.2270846,6.986339,9.92744,1.2324159,132,210,-42
6/17/2022,31799,NIL 43,Inbred\Hybrid,"42'3""""",130,1,8.672023758,86,88,,0,,,,,11.379668,-1.1565404,-0.56812257,2.7215424,3.9342394,3.9160383,5.765411,6.751661,9.833018,1.3629134,132,220,-52
6/17/2022,31800,Jefferson,Inbred\Hybrid,"42'3""""",130,2,5.896953213,76,78,,0,,,,,11.497314,-0.4492397,0.29425323,3.2084217,4.516686,4.525584,6.4185877,6.5880537,9.283881,1.9242173,132,210,-42
6/17/2022,31801,Jefferson,Inbred\Hybrid,"35'9""""",130,2,6.590768646,76,78,,0,,,,,11.4101715,-0.80290246,-0.056535628,2.9576023,4.297581,4.341341,6.213373,6.610575,9.4694,1.6610904,132,210,-42
6/17/2022,31802,NIL 43,Inbred\Hybrid,"35'9""""",130,2,9.539245252,86,88,,0,,,,,11.454279,-0.5025405,0.1099931,3.2372532,4.3498588,4.4335756,6.301179,6.4454913,9.462594,1.7905481,132,220,-52
6/17/2022,31803,Jefferson,Inbred\Hybrid,"42'3""""",130,2,5.898865077,76,78,,0,,,,,11.403228,0.11001351,0.4437978,3.8851886,4.837243,4.862954,6.670744,6.6119957,8.734431,2.3275857,132,210,-42
6/17/2022,31804,Jefferson,Inbred\Hybrid,"42'3""""",130,2,6.417171398,76,78,,0,,,,,11.301936,-1.1837394,-0.53968245,2.7678332,3.8728359,3.8858268,5.700814,6.7110314,9.768468,1.3569621,132,210,-42
6/17/2022,31805,NIL 43,Inbred\Hybrid,"35'9""""",130,2,10.18124917,87,89,,0,,,,,11.383554,-0.9091784,-0.2966676,2.9708261,3.8381896,4.019093,5.8971186,6.5222974,9.738504,1.3997761,132,221,-53
6/17/2022,31806,Jefferson,Inbred\Hybrid,"35'9""""",130,2,6.590768646,76,78,,0,,,,,11.505269,-0.41270435,0.24601121,3.331825,4.558522,4.536997,6.2009788,6.497649,9.3170395,1.7953401,132,210,-42
6/17/2022,31807,NIL 43,Inbred\Hybrid,"42'3""""",130,2,8.847341683,87,89,,0,,,,,11.3958845,-0.31265515,0.27467778,3.4893818,4.3006315,4.469876,6.330454,6.3176455,9.330262,1.8133932,132,221,-53
6/17/2022,31808,NIL 43,Inbred\Hybrid,"42'3""""",130,2,8.849253547,87,89,,0,,,,,11.537955,-0.6038286,-0.09019155,3.027768,4.3837967,4.304385,6.0311995,6.670661,9.605459,1.5938551,132,221,-53
6/17/2022,31809,NIL 43,Inbred\Hybrid,"35'9""""",130,2,9.712651314,87,89,,0,,,,,11.202177,-1.3613394,-0.6679076,2.6932967,3.7700791,3.7075849,5.557925,6.7363424,9.75093,1.3121734,132,221,-53
6/17/2022,31810,NIL 43,Inbred\Hybrid,"35'9""""",130,3,9.886057375,88,90,,0,,,,,11.385836,-0.49726373,0.11298769,3.086883,4.488936,4.5126286,6.673281,6.571993,9.275336,1.9994261,132,222,-54
6/17/2022,31811,Jefferson,Inbred\Hybrid,"42'3""""",130,3,5.900776941,77,79,,0,,,,,11.457447,-0.6424306,-0.118623264,3.0854762,4.21531,4.333968,6.2291574,6.6115875,9.503498,1.6495137,132,211,-43
6/17/2022,31812,NIL 43,Inbred\Hybrid,"42'3""""",130,3,9.192241943,87,89,,0,,,,,11.332359,-0.8368883,-0.16163473,3.0783617,3.8570886,4.098241,5.9934673,6.4335933,9.588226,1.4607023,132,221,-53
6/17/2022,31813,Jefferson,Inbred\Hybrid,"35'9""""",130,3,6.590768646,77,79,,0,,,,,11.515996,-0.97680503,-0.33981073,2.793215,3.9901855,3.938459,5.734092,6.7548285,9.9216585,1.4162077,132,211,-43
6/17/2022,31814,Jefferson,Inbred\Hybrid,"35'9""""",130,3,6.419083262,76,78,,0,,,,,11.409012,-0.98375565,-0.41986483,2.800862,3.9849434,4.031417,5.854526,6.6226707,9.756828,1.3244514,132,210,-42
6/17/2022,31815,Jefferson,Inbred\Hybrid,"42'3""""",130,3,5.549949903,76,78,,0,,,,,11.333507,-1.1161363,-0.3569648,2.7500541,3.9040961,3.943726,5.84631,6.639386,9.741616,1.3968654,132,210,-42
6/17/2022,31816,NIL 43,Inbred\Hybrid,"42'3""""",130,3,9.539245252,87,89,,0,,,,,11.449407,-0.9417932,-0.24909241,3.0140755,4.5351715,4.634536,6.4505,6.747789,9.342621,1.8651927,132,221,-53
6/17/2022,31817,Jefferson,Inbred\Hybrid,"35'9""""",130,3,6.937580769,77,79,,0,,,,,12.033778,-0.43924582,-0.28207615,3.0607066,4.8426085,4.705556,6.2688456,7.1936445,9.734196,1.8068783,132,211,-43
